,HBA,HNA,TA,IA,BP,APAP,NDA,HQ,"4,4'-Sulfonyldiphenol",Bond Angle,pKa,Refractive index,Density,Complexity,Heavy Atom Count,Topological Polar Surface Area,Rotatable Bond Count,Hydrogen Bond Acceptor Count,Hydrogen Bond Donor Count,XLogP3,Molecular Weight,Thickness,Frequency(MHz),Q factor,Dk,Df,Melt Point,HDT (Â°C) @ 1.8MPa 
A950RX_1,0.73,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.9,4.4422,1.5086,1.3925,152.54,11.08,57.5,1.0,3.0,2,1.951,151.6362,0.85,9749.8481,5173.6,3.52008,0.00165,280.0,168.0
A950RX_2,0.73,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.9,4.4422,1.5086,1.3925,152.54,11.08,57.5,1.0,3.0,2,1.951,151.6362,0.85,9750.2115,5158.6,3.5164,0.00165,280.0,168.0
A950RX_3,0.73,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.9,4.4422,1.5086,1.3925,152.54,11.08,57.5,1.0,3.0,2,1.951,151.6362,0.83,9757.7115,5091.1,3.4991,0.00174,280.0,168.0
A950RX_4,0.73,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.9,4.4422,1.5086,1.3925,152.54,11.08,57.5,1.0,3.0,2,1.951,151.6362,0.83,9755.3415,5101.9,3.52364,0.00172,280.0,168.0
A950RX_5,0.73,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.9,4.4422,1.5086,1.3925,152.54,11.08,57.5,1.0,3.0,2,1.951,151.6362,0.78,9773.0215,5327.5,3.4899,0.00172,280.0,168.0
C950RX_1,0.793,0.2,0.007,0.0,0.0,0.0,0.0,0.0,0.0,174.0,4.44521,1.49635,1.41084,145.708,10.814,57.6197,1.007,3.007,2,1.8628,148.32807,0.82,9763.5615,5303.8,3.46814,0.00166,325.0,176.0
C950RX_2,0.793,0.2,0.007,0.0,0.0,0.0,0.0,0.0,0.0,174.0,4.44521,1.49635,1.41084,145.708,10.814,57.6197,1.007,3.007,2,1.8628,148.32807,0.81,9761.4175,5237.6,3.52121,0.00169,325.0,176.0
C950RX_3,0.793,0.2,0.007,0.0,0.0,0.0,0.0,0.0,0.0,174.0,4.44521,1.49635,1.41084,145.708,10.814,57.6197,1.007,3.007,2,1.8628,148.32807,0.84,9759.383,5276.5,3.45238,0.00164,325.0,176.0
C950RX_4,0.793,0.2,0.007,0.0,0.0,0.0,0.0,0.0,0.0,174.0,4.44521,1.49635,1.41084,145.708,10.814,57.6197,1.007,3.007,2,1.8628,148.32807,0.82,9762.9324,5308.5,3.47473,0.00166,325.0,176.0
C950RX_5,0.793,0.2,0.007,0.0,0.0,0.0,0.0,0.0,0.0,174.0,4.44521,1.49635,1.41084,145.708,10.814,57.6197,1.007,3.007,2,1.8628,148.32807,0.83,9760.5768,5252.1,3.46943,0.00167,325.0,176.0
G950RX_1,0.6,0.0,0.13,0.07,0.12,0.0,0.0,0.08,0.0,175.8,5.3889,1.50068,1.4412,131.292,10.72,57.52,1.12,3.0,2,1.819,147.252,0.82,9760.5684,3775.8,3.49391,0.00276,325.0,234.0
G950RX_2,0.6,0.0,0.13,0.07,0.12,0.0,0.0,0.08,0.0,175.8,5.3889,1.50068,1.4412,131.292,10.72,57.52,1.12,3.0,2,1.819,147.252,0.79,9769.5255,3924.1,3.49075,0.00272,325.0,234.0
G950RX_3,0.6,0.0,0.13,0.07,0.12,0.0,0.0,0.08,0.0,175.8,5.3889,1.50068,1.4412,131.292,10.72,57.52,1.12,3.0,2,1.819,147.252,0.82,9761.8255,3814.9,3.48074,0.00273,325.0,234.0
G950RX_4,0.6,0.0,0.13,0.07,0.12,0.0,0.0,0.08,0.0,175.8,5.3889,1.50068,1.4412,131.292,10.72,57.52,1.12,3.0,2,1.819,147.252,0.78,9774.847,3974.6,3.46391,0.00272,325.0,234.0
G950RX_5,0.6,0.0,0.13,0.07,0.12,0.0,0.0,0.08,0.0,175.8,5.3889,1.50068,1.4412,131.292,10.72,57.52,1.12,3.0,2,1.819,147.252,0.8,9770.347,3916.4,3.45093,0.00272,325.0,234.0
L950RX_1,0.56,0.09,0.175,0.0,0.125,0.05,0.0,0.0,0.0,177.3,5.23065,1.508625,1.415615,145.08,11.26,58.6575,1.225,3.0,2,1.962,154.1904,0.79,9767.7481,3946.1,3.51008,0.00268,305.0,200.0
L950RX_2,0.56,0.09,0.175,0.0,0.125,0.05,0.0,0.0,0.0,177.3,5.23065,1.508625,1.415615,145.08,11.26,58.6575,1.225,3.0,2,1.962,154.1904,0.81,9765.9894,3914.3,3.46705,0.00268,305.0,200.0
L950RX_3,0.56,0.09,0.175,0.0,0.125,0.05,0.0,0.0,0.0,177.3,5.23065,1.508625,1.415615,145.08,11.26,58.6575,1.225,3.0,2,1.962,154.1904,0.79,9769.9694,3961.2,3.48591,0.00269,305.0,200.0
L950RX_4,0.56,0.09,0.175,0.0,0.125,0.05,0.0,0.0,0.0,177.3,5.23065,1.508625,1.415615,145.08,11.26,58.6575,1.225,3.0,2,1.962,154.1904,0.79,9766.1894,3931.4,3.52702,0.00268,305.0,200.0
L950RX_5,0.56,0.09,0.175,0.0,0.125,0.05,0.0,0.0,0.0,177.3,5.23065,1.508625,1.415615,145.08,11.26,58.6575,1.225,3.0,2,1.962,154.1904,0.79,9766.6084,3952.8,3.52247,0.00267,305.0,200.0
J950SX_1,0.602,0.034,0.182,0.0,0.132,0.05,0.0,0.0,0.0,178.98,5.26852,1.499882,1.428775,139.816,11.078,58.6582,1.232,3.0,2,1.906,151.91974,0.84,9762.7753,3491.9,3.41219,0.00308,345.0,254.0
J950SX_2,0.602,0.034,0.182,0.0,0.132,0.05,0.0,0.0,0.0,178.98,5.26852,1.499882,1.428775,139.816,11.078,58.6582,1.232,3.0,2,1.906,151.91974,0.77,9782.5951,3728.0,3.40929,0.00307,345.0,254.0
J950SX_3,0.602,0.034,0.182,0.0,0.132,0.05,0.0,0.0,0.0,178.98,5.26852,1.499882,1.428775,139.816,11.078,58.6582,1.232,3.0,2,1.906,151.91974,0.81,9768.1618,3627.2,3.44399,0.003,345.0,254.0
J950SX_4,0.602,0.034,0.182,0.0,0.132,0.05,0.0,0.0,0.0,178.98,5.26852,1.499882,1.428775,139.816,11.078,58.6582,1.232,3.0,2,1.906,151.91974,0.81,9768.796,3555.7,3.43727,0.00309,345.0,254.0
J950SX_5,0.602,0.034,0.182,0.0,0.132,0.05,0.0,0.0,0.0,178.98,5.26852,1.499882,1.428775,139.816,11.078,58.6582,1.232,3.0,2,1.906,151.91974,0.77,9779.3943,3651.5,3.44501,0.00313,345.0,254.0
ZE5000_1,0.428,0.0,0.086,0.0,0.0,0.0,0.2,0.286,0.0,174.0,5.9174,1.563092,1.43828,137.5354,10.8,57.5286,1.0,3.0,2,1.5884,148.132,0.83,9778.492,5627.6,3.27829,0.00157,320.0,278.0
ZE5000_2,0.428,0.0,0.086,0.0,0.0,0.0,0.2,0.286,0.0,174.0,5.9174,1.563092,1.43828,137.5354,10.8,57.5286,1.0,3.0,2,1.5884,148.132,0.79,9785.6206,6082.7,3.31563,0.00142,320.0,278.0
ZE5000_3,0.428,0.0,0.086,0.0,0.0,0.0,0.2,0.286,0.0,174.0,5.9174,1.563092,1.43828,137.5354,10.8,57.5286,1.0,3.0,2,1.5884,148.132,0.8,9782.6206,5702.3,3.31905,0.00157,320.0,278.0
ZE5000_4,0.428,0.0,0.086,0.0,0.0,0.0,0.2,0.286,0.0,174.0,5.9174,1.563092,1.43828,137.5354,10.8,57.5286,1.0,3.0,2,1.5884,148.132,0.8,9784.4,6287.2,3.29991,0.00132,320.0,278.0
ZE5000_5,0.428,0.0,0.086,0.0,0.0,0.0,0.2,0.286,0.0,174.0,5.9174,1.563092,1.43828,137.5354,10.8,57.5286,1.0,3.0,2,1.5884,148.132,0.81,9776.46,6092.3,3.35592,0.00136,320.0,278.0
ZE6000_1,0.615,0.0,0.135,0.0,0.096,0.0,0.058,0.096,0.0,178.26,5.37171,1.511182,1.44204,134.4824,10.81,57.5363,1.097,3.001,2,1.8196,148.35709,0.81,9771.342,4956.0,3.41025,0.00191,334.0,253.0
ZE6000_2,0.615,0.0,0.135,0.0,0.096,0.0,0.058,0.096,0.0,178.26,5.37171,1.511182,1.44204,134.4824,10.81,57.5363,1.097,3.001,2,1.8196,148.35709,0.8,9772.186,4994.9,3.43118,0.0019,334.0,253.0
ZE6000_3,0.615,0.0,0.135,0.0,0.096,0.0,0.058,0.096,0.0,178.26,5.37171,1.511182,1.44204,134.4824,10.81,57.5363,1.097,3.001,2,1.8196,148.35709,0.8,9778.453,5053.9,3.36383,0.0019,334.0,253.0
ZE6000_4,0.615,0.0,0.135,0.0,0.096,0.0,0.058,0.096,0.0,178.26,5.37171,1.511182,1.44204,134.4824,10.81,57.5363,1.097,3.001,2,1.8196,148.35709,0.79,9776.539,5020.2,3.41445,0.00192,334.0,253.0
ZE6000_5,0.615,0.0,0.135,0.0,0.096,0.0,0.058,0.096,0.0,178.26,5.37171,1.511182,1.44204,134.4824,10.81,57.5363,1.097,3.001,2,1.8196,148.35709,0.79,9773.998,5029.7,3.4421,0.0019,334.0,253.0
ZE7000_1,0.615,0.0,0.164,0.0,0.096,0.0,0.029,0.096,0.0,179.13,5.36649,1.50544,1.44436,131.5824,10.694,57.5363,1.097,3.001,2,1.7964,146.90535,0.83,9769.898,4884.0,3.36735,0.00193,347.0,282.0
ZE7000_2,0.615,0.0,0.164,0.0,0.096,0.0,0.029,0.096,0.0,179.13,5.36649,1.50544,1.44436,131.5824,10.694,57.5363,1.097,3.001,2,1.7964,146.90535,0.81,9771.2175,3610.5,3.41156,0.00305,347.0,282.0
ZE7000_3,0.615,0.0,0.164,0.0,0.096,0.0,0.029,0.096,0.0,179.13,5.36649,1.50544,1.44436,131.5824,10.694,57.5363,1.097,3.001,2,1.7964,146.90535,0.8,9783.9065,5123.9,3.30522,0.00189,347.0,282.0
ZE7000_4,0.615,0.0,0.164,0.0,0.096,0.0,0.029,0.096,0.0,179.13,5.36649,1.50544,1.44436,131.5824,10.694,57.5363,1.097,3.001,2,1.7964,146.90535,0.85,9765.9765,4884.6,3.35153,0.0019,347.0,282.0
ZE7000_5,0.615,0.0,0.164,0.0,0.096,0.0,0.029,0.096,0.0,179.13,5.36649,1.50544,1.44436,131.5824,10.694,57.5363,1.097,3.001,2,1.7964,146.90535,0.82,9767.8855,4921.8,3.41721,0.0019,347.0,282.0
VX-127_1,0.02,0.48,0.0,0.0,0.25,0.0,0.25,0.0,0.0,158.1,5.5303,1.64365,1.29,214.96,14.42,57.525,1.25,3.0,2,3.024,193.6888,0.82,9758.3019,8300.5,3.52326,0.00065,328.0,234.0
VX-127_2,0.02,0.48,0.0,0.0,0.25,0.0,0.25,0.0,0.0,158.1,5.5303,1.64365,1.29,214.96,14.42,57.525,1.25,3.0,2,3.024,193.6888,0.83,9756.4987,8305.9,3.51166,0.00064,328.0,234.0
VX-127_3,0.02,0.48,0.0,0.0,0.25,0.0,0.25,0.0,0.0,158.1,5.5303,1.64365,1.29,214.96,14.42,57.525,1.25,3.0,2,3.024,193.6888,0.81,9771.6594,8403.8,3.41255,0.00066,328.0,234.0
VX-127_4,0.02,0.48,0.0,0.0,0.25,0.0,0.25,0.0,0.0,158.1,5.5303,1.64365,1.29,214.96,14.42,57.525,1.25,3.0,2,3.024,193.6888,0.8,9767.8746,8474.6,3.48323,0.00064,328.0,234.0
VX-127_5,0.02,0.48,0.0,0.0,0.25,0.0,0.25,0.0,0.0,158.1,5.5303,1.64365,1.29,214.96,14.42,57.525,1.25,3.0,2,3.024,193.6888,0.83,9759.2746,8406.8,3.48292,0.00063,328.0,234.0
B950RX,0.0,0.6,0.2,0.0,0.0,0.2,0.0,0.0,0.0,162.0,5.304,1.6022,1.28246,197.8,13.0,62.08,1.4,3.0,2,2.16,176.366,,,,3.62,0.0026,280.0,200.0
E950iRX,0.625,0.05,0.164,0.0,0.111,0.05,0.0,0.0,0.0,178.5,5.17328,1.498901,1.427655,140.236,11.022,58.7074,1.214,3.003,2,1.8776,151.20663,,,,3.45,0.003,338.0,231.0
S950SX,0.02,0.48,0.25,0.0,0.25,0.0,0.0,0.0,0.0,165.6,5.4853,1.59415,1.31,189.96,13.42,57.525,1.25,3.0,2,2.824,181.1738,,,,3.41,0.0008,350.0,290.0
VX-111,0.02,0.62,0.18,0.0,0.18,0.0,0.0,0.0,0.0,161.4,5.1654,1.60598,1.2834,199.76,13.56,57.518,1.18,3.0,2,2.838,182.8552,,,,3.41,0.00068,334.0,313.0
VX-112,0.02,0.7,0.14,0.0,0.14,0.0,0.0,0.0,0.0,159.0,4.9826,1.61274,1.2682,205.36,13.64,57.514,1.14,3.0,2,2.846,183.816,,,,3.4,0.00066,331.0,314.0
VX-116,0.02,0.78,0.1,0.0,0.1,0.0,0.0,0.0,0.0,156.6,4.7998,1.6195,1.253,210.96,13.72,57.51,1.1,3.0,2,2.854,184.7768,,,,3.45,0.00068,338.0,307.0
VX-113,0.27,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.1,4.3778,1.5914,1.2775,199.46,12.92,57.5,1.0,3.0,2,2.549,174.6638,,,,3.41,0.00098,315.0,200.0
VX-131,0.24,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.2,4.3736,1.5968,1.27,202.52,13.04,57.5,1.0,3.0,2,2.588,176.1656,,,,3.41,0.001,331.0,208.0
VX-176,0.02,0.48,0.02,0.0,0.0,0.0,0.23,0.25,0.0,158.7,5.6792,1.64744,1.3166,190.435,12.84,57.525,1.0,3.0,2,2.258,173.6626,,,,3.41,0.00061,337.0,279.0
VX-193,0.02,0.48,0.25,0.0,0.2,0.0,0.0,0.05,0.0,165.6,5.5158,1.5957,1.315,185.455,13.12,57.525,1.2,3.0,2,2.674,177.3688,,,,3.37,0.00086,314.0,223.0
VX-200,0.0,0.6,0.2,0.0,0.15,0.0,0.0,0.05,0.0,162.0,5.2845,1.60775,1.291,194.495,13.3,57.52,1.15,3.0,2,2.71,179.571,,,,3.53,0.00064,311.0,257.0
VX-222,0.0,0.35,0.0,0.325,0.0,0.0,0.0,0.295,0.03,148.2,5.93275,1.59185,1.35438,162.8805,11.67,58.8075,1.06,3.06,2,1.8015,159.8458,,,,3.47,0.0031,275.0,122.0
VX-134,0.0,0.5,0.0,0.0,0.25,0.0,0.25,0.0,0.0,157.5,5.5275,1.64725,1.285,217.0,14.5,57.525,1.25,3.0,2,3.05,194.69,,,,3.48,0.0007,337.0,
VX-135,0.22,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.6,4.3708,1.6004,1.265,204.56,13.12,57.5,1.0,3.0,2,2.614,177.1668,,,,3.45,0.0011,332.0,
ZE7000_1_0,0.615,0.0,0.164,0.0,0.096,0.0,0.029,0.096,0.0,179.13,5.36649,1.50544,1.44436,131.5824,10.694,57.5363,1.097,3.001,2,1.7964,146.90535,0.83,9769.898,4884.0,3.317061388,0.001944997,346.7591199,286.6907351
ZE7000_2_0,0.615,0.0,0.164,0.0,0.096,0.0,0.029,0.096,0.0,179.13,5.36649,1.50544,1.44436,131.5824,10.694,57.5363,1.097,3.001,2,1.7964,146.90535,0.81,9771.2175,3610.5,3.394583317,0.002977824,347.8397349,284.0536809
ZE7000_3_0,0.615,0.0,0.164,0.0,0.096,0.0,0.029,0.096,0.0,179.13,5.36649,1.50544,1.44436,131.5824,10.694,57.5363,1.097,3.001,2,1.7964,146.90535,0.8,9783.9065,5123.9,3.30234361,0.001862462,347.9674096,284.810989
ZE7000_4_0,0.615,0.0,0.164,0.0,0.096,0.0,0.029,0.096,0.0,179.13,5.36649,1.50544,1.44436,131.5824,10.694,57.5363,1.097,3.001,2,1.7964,146.90535,0.85,9765.9765,4884.6,3.346477716,0.001863035,348.8909487,284.7383555
ZE7000_5_0,0.615,0.0,0.164,0.0,0.096,0.0,0.029,0.096,0.0,179.13,5.36649,1.50544,1.44436,131.5824,10.694,57.5363,1.097,3.001,2,1.7964,146.90535,0.82,9767.8855,4921.8,3.454110719,0.002006081,347.026067,281.3694214
ZE7000_1_1,0.615,0.0,0.164,0.0,0.096,0.0,0.029,0.096,0.0,179.13,5.36649,1.50544,1.44436,131.5824,10.694,57.5363,1.097,3.001,2,1.7964,146.90535,0.83,9769.898,4884.0,3.423494717,0.002015291,347.5803071,282.2779747
ZE7000_2_1,0.615,0.0,0.164,0.0,0.096,0.0,0.029,0.096,0.0,179.13,5.36649,1.50544,1.44436,131.5824,10.694,57.5363,1.097,3.001,2,1.7964,146.90535,0.81,9771.2175,3610.5,3.43002103,0.003130273,346.8125243,283.9275744
ZE7000_3_1,0.615,0.0,0.164,0.0,0.096,0.0,0.029,0.096,0.0,179.13,5.36649,1.50544,1.44436,131.5824,10.694,57.5363,1.097,3.001,2,1.7964,146.90535,0.8,9783.9065,5123.9,3.281449082,0.00186362,346.872314,281.2525932
ZE7000_4_1,0.615,0.0,0.164,0.0,0.096,0.0,0.029,0.096,0.0,179.13,5.36649,1.50544,1.44436,131.5824,10.694,57.5363,1.097,3.001,2,1.7964,146.90535,0.85,9765.9765,4884.6,3.385998172,0.001975144,346.6228645,282.5250143
ZE7000_5_1,0.615,0.0,0.164,0.0,0.096,0.0,0.029,0.096,0.0,179.13,5.36649,1.50544,1.44436,131.5824,10.694,57.5363,1.097,3.001,2,1.7964,146.90535,0.82,9767.8855,4921.8,3.406479044,0.001938019,346.8736528,280.8293566
VX-222_0,0.0,0.35,0.0,0.325,0.0,0.0,0.0,0.295,0.03,148.2,5.93275,1.59185,1.35438,162.8805,11.67,58.8075,1.06,3.06,2,1.8015,159.8458,,,,3.467842176,0.003177897,276.2635825,119.7560709
VX-222_1,0.0,0.35,0.0,0.325,0.0,0.0,0.0,0.295,0.03,148.2,5.93275,1.59185,1.35438,162.8805,11.67,58.8075,1.06,3.06,2,1.8015,159.8458,,,,3.40059082,0.003071031,274.8115072,124.3699892
VX-222_2,0.0,0.35,0.0,0.325,0.0,0.0,0.0,0.295,0.03,148.2,5.93275,1.59185,1.35438,162.8805,11.67,58.8075,1.06,3.06,2,1.8015,159.8458,,,,3.470388727,0.003188705,274.9780375,122.466229
VX-222_3,0.0,0.35,0.0,0.325,0.0,0.0,0.0,0.295,0.03,148.2,5.93275,1.59185,1.35438,162.8805,11.67,58.8075,1.06,3.06,2,1.8015,159.8458,,,,3.479883533,0.003151707,274.7827443,122.2521119
VX-222_4,0.0,0.35,0.0,0.325,0.0,0.0,0.0,0.295,0.03,148.2,5.93275,1.59185,1.35438,162.8805,11.67,58.8075,1.06,3.06,2,1.8015,159.8458,,,,3.467501007,0.003094646,274.7318764,120.4039522
VX-222_5,0.0,0.35,0.0,0.325,0.0,0.0,0.0,0.295,0.03,148.2,5.93275,1.59185,1.35438,162.8805,11.67,58.8075,1.06,3.06,2,1.8015,159.8458,,,,3.487578891,0.003156476,274.5711801,121.8034609
VX-222_6,0.0,0.35,0.0,0.325,0.0,0.0,0.0,0.295,0.03,148.2,5.93275,1.59185,1.35438,162.8805,11.67,58.8075,1.06,3.06,2,1.8015,159.8458,,,,3.457587944,0.003002939,275.070943,123.5313807
VX-222_7,0.0,0.35,0.0,0.325,0.0,0.0,0.0,0.295,0.03,148.2,5.93275,1.59185,1.35438,162.8805,11.67,58.8075,1.06,3.06,2,1.8015,159.8458,,,,3.462731501,0.002940141,275.0513574,122.2578242
VX-222_8,0.0,0.35,0.0,0.325,0.0,0.0,0.0,0.295,0.03,148.2,5.93275,1.59185,1.35438,162.8805,11.67,58.8075,1.06,3.06,2,1.8015,159.8458,,,,3.384597748,0.003217504,275.1156913,123.5468099
VX-222_9,0.0,0.35,0.0,0.325,0.0,0.0,0.0,0.295,0.03,148.2,5.93275,1.59185,1.35438,162.8805,11.67,58.8075,1.06,3.06,2,1.8015,159.8458,,,,3.4359396,0.003128437,274.9388914,121.6405354
VX-222_10,0.0,0.35,0.0,0.325,0.0,0.0,0.0,0.295,0.03,148.2,5.93275,1.59185,1.35438,162.8805,11.67,58.8075,1.06,3.06,2,1.8015,159.8458,,,,3.492324249,0.003250375,274.0370579,122.8620742
VX-222_11,0.0,0.35,0.0,0.325,0.0,0.0,0.0,0.295,0.03,148.2,5.93275,1.59185,1.35438,162.8805,11.67,58.8075,1.06,3.06,2,1.8015,159.8458,,,,3.460890384,0.003160917,274.287852,122.6644829
VX-222_12,0.0,0.35,0.0,0.325,0.0,0.0,0.0,0.295,0.03,148.2,5.93275,1.59185,1.35438,162.8805,11.67,58.8075,1.06,3.06,2,1.8015,159.8458,,,,3.422885374,0.003076924,274.5573143,120.6934112
VX-222_13,0.0,0.35,0.0,0.325,0.0,0.0,0.0,0.295,0.03,148.2,5.93275,1.59185,1.35438,162.8805,11.67,58.8075,1.06,3.06,2,1.8015,159.8458,,,,3.495963249,0.003079265,275.0957221,124.5732223
A950RX_1_0,0.73,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.9,4.4422,1.5086,1.3925,152.54,11.08,57.5,1.0,3.0,2,1.951,151.6362,0.85,9749.8481,5173.6,3.506391448,0.001816436,281.0438236,167.3209906
A950RX_2_0,0.73,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.9,4.4422,1.5086,1.3925,152.54,11.08,57.5,1.0,3.0,2,1.951,151.6362,0.85,9750.2115,5158.6,3.482480567,0.001739628,279.6916907,171.8676794
A950RX_3_0,0.73,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.9,4.4422,1.5086,1.3925,152.54,11.08,57.5,1.0,3.0,2,1.951,151.6362,0.83,9757.7115,5091.1,3.484740939,0.001765176,280.649705,170.8235245
A950RX_4_0,0.73,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.9,4.4422,1.5086,1.3925,152.54,11.08,57.5,1.0,3.0,2,1.951,151.6362,0.83,9755.3415,5101.9,3.539282827,0.001778822,279.7629965,164.6340029
A950RX_5_0,0.73,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.9,4.4422,1.5086,1.3925,152.54,11.08,57.5,1.0,3.0,2,1.951,151.6362,0.78,9773.0215,5327.5,3.475246469,0.001830833,279.8754677,172.5737116
A950RX_1_1,0.73,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.9,4.4422,1.5086,1.3925,152.54,11.08,57.5,1.0,3.0,2,1.951,151.6362,0.85,9749.8481,5173.6,3.497877666,0.001628661,280.7939761,169.5652007
A950RX_2_1,0.73,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.9,4.4422,1.5086,1.3925,152.54,11.08,57.5,1.0,3.0,2,1.951,151.6362,0.85,9750.2115,5158.6,3.54339995,0.001606103,279.8130548,163.6464829
A950RX_3_1,0.73,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.9,4.4422,1.5086,1.3925,152.54,11.08,57.5,1.0,3.0,2,1.951,151.6362,0.83,9757.7115,5091.1,3.450104843,0.001769419,279.6975306,165.5274013
A950RX_4_1,0.73,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.9,4.4422,1.5086,1.3925,152.54,11.08,57.5,1.0,3.0,2,1.951,151.6362,0.83,9755.3415,5101.9,3.508684872,0.001831802,279.9362248,167.1765633
A950RX_5_1,0.73,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.9,4.4422,1.5086,1.3925,152.54,11.08,57.5,1.0,3.0,2,1.951,151.6362,0.78,9773.0215,5327.5,3.468503324,0.001725874,279.989042,166.8639011
ZE6000_1_0,0.615,0.0,0.135,0.0,0.096,0.0,0.058,0.096,0.0,178.26,5.37171,1.511182,1.44204,134.4824,10.81,57.5363,1.097,3.001,2,1.8196,148.35709,0.81,9771.342,4956.0,3.40336826,0.001949352,334.2536013,253.0239814
ZE6000_2_0,0.615,0.0,0.135,0.0,0.096,0.0,0.058,0.096,0.0,178.26,5.37171,1.511182,1.44204,134.4824,10.81,57.5363,1.097,3.001,2,1.8196,148.35709,0.8,9772.186,4994.9,3.443589615,0.001957912,334.8763265,251.5273531
ZE6000_3_0,0.615,0.0,0.135,0.0,0.096,0.0,0.058,0.096,0.0,178.26,5.37171,1.511182,1.44204,134.4824,10.81,57.5363,1.097,3.001,2,1.8196,148.35709,0.8,9778.453,5053.9,3.366381362,0.001901126,333.8319109,258.872371
ZE6000_4_0,0.615,0.0,0.135,0.0,0.096,0.0,0.058,0.096,0.0,178.26,5.37171,1.511182,1.44204,134.4824,10.81,57.5363,1.097,3.001,2,1.8196,148.35709,0.79,9776.539,5020.2,3.407517651,0.001832901,333.989193,251.2625531
ZE6000_5_0,0.615,0.0,0.135,0.0,0.096,0.0,0.058,0.096,0.0,178.26,5.37171,1.511182,1.44204,134.4824,10.81,57.5363,1.097,3.001,2,1.8196,148.35709,0.79,9773.998,5029.7,3.430423052,0.001881545,334.2961027,255.5292923
ZE6000_1_1,0.615,0.0,0.135,0.0,0.096,0.0,0.058,0.096,0.0,178.26,5.37171,1.511182,1.44204,134.4824,10.81,57.5363,1.097,3.001,2,1.8196,148.35709,0.81,9771.342,4956.0,3.438561796,0.001766575,333.8686346,251.8664954
ZE6000_2_1,0.615,0.0,0.135,0.0,0.096,0.0,0.058,0.096,0.0,178.26,5.37171,1.511182,1.44204,134.4824,10.81,57.5363,1.097,3.001,2,1.8196,148.35709,0.8,9772.186,4994.9,3.430324532,0.002027,335.0635991,251.808802
ZE6000_3_1,0.615,0.0,0.135,0.0,0.096,0.0,0.058,0.096,0.0,178.26,5.37171,1.511182,1.44204,134.4824,10.81,57.5363,1.097,3.001,2,1.8196,148.35709,0.8,9778.453,5053.9,3.388427169,0.001937025,334.0625626,251.4075477
ZE6000_4_1,0.615,0.0,0.135,0.0,0.096,0.0,0.058,0.096,0.0,178.26,5.37171,1.511182,1.44204,134.4824,10.81,57.5363,1.097,3.001,2,1.8196,148.35709,0.79,9776.539,5020.2,3.443432094,0.002076953,334.4200452,253.9797447
ZE6000_5_1,0.615,0.0,0.135,0.0,0.096,0.0,0.058,0.096,0.0,178.26,5.37171,1.511182,1.44204,134.4824,10.81,57.5363,1.097,3.001,2,1.8196,148.35709,0.79,9773.998,5029.7,3.403498097,0.001879542,334.1949768,254.5830905
VX-111_0,0.02,0.62,0.18,0.0,0.18,0.0,0.0,0.0,0.0,161.4,5.1654,1.60598,1.2834,199.76,13.56,57.518,1.18,3.0,2,2.838,182.8552,,,,3.445326429,0.000780968,334.6415786,312.4262801
VX-111_1,0.02,0.62,0.18,0.0,0.18,0.0,0.0,0.0,0.0,161.4,5.1654,1.60598,1.2834,199.76,13.56,57.518,1.18,3.0,2,2.838,182.8552,,,,3.400120415,0.000696308,334.551474,313.6045417
VX-111_2,0.02,0.62,0.18,0.0,0.18,0.0,0.0,0.0,0.0,161.4,5.1654,1.60598,1.2834,199.76,13.56,57.518,1.18,3.0,2,2.838,182.8552,,,,3.402725846,0.000710392,334.8585372,313.8537182
VX-111_3,0.02,0.62,0.18,0.0,0.18,0.0,0.0,0.0,0.0,161.4,5.1654,1.60598,1.2834,199.76,13.56,57.518,1.18,3.0,2,2.838,182.8552,,,,3.384123282,0.000830461,334.5273962,313.4581343
VX-111_4,0.02,0.62,0.18,0.0,0.18,0.0,0.0,0.0,0.0,161.4,5.1654,1.60598,1.2834,199.76,13.56,57.518,1.18,3.0,2,2.838,182.8552,,,,3.451118077,0.000716436,334.6171164,311.9768345
VX-111_5,0.02,0.62,0.18,0.0,0.18,0.0,0.0,0.0,0.0,161.4,5.1654,1.60598,1.2834,199.76,13.56,57.518,1.18,3.0,2,2.838,182.8552,,,,3.416964704,0.000685852,334.2496921,313.2688459
